iter	RMSE
125	0.7624481127
126	0.7621832879
127	0.7614255138
128	0.7611240092
129	0.7608483826
130	0.7603022576
131	0.7598006949
132	0.7595953801
133	0.759393616
134	0.759116826
135	0.7584754727
136	0.7584228735
137	0.7583570457
138	0.7580392343
139	0.7577615296
140	0.7574486323
141	0.7570587036
142	0.7564311863
143	0.7560142661
144	0.7557408082
145	0.7553662837
146	0.755189833
147	0.7549649785
148	0.7546450228
149	0.7545911045
150	0.7541324246
151	0.7540575414
152	0.7538095689
153	0.753547847
154	0.753529306
155	0.7532745709
156	0.7532164844
157	0.7527270253
158	0.7521003511
159	0.7519731175
160	0.7517086736
161	0.7515509478
162	0.7512966833
163	0.7510928403
164	0.7508163349
165	0.7506041663
166	0.7500564939
167	0.7496910582
168	0.7495981809
169	0.7495177308
170	0.749503738
171	0.7490659012
172	0.7486676076
173	0.7483792389
174	0.7479831894
175	0.7476919993
176	0.7468764915
177	0.7466765859
178	0.7466235817
179	0.7460902293
180	0.7459739835
181	0.7455254942
182	0.7449110245
183	0.7447894704
184	0.7445912341
185	0.74444435
186	0.7440999185
187	0.7438356552
188	0.7433070631
189	0.7432632541
190	0.7430375868
191	0.742479483
192	0.7419794015
193	0.7415079215
194	0.741272968
195	0.7404383296
196	0.7403065518
197	0.7400467575
198	0.7393880642
199	0.7390147422
200	0.7388579905
201	0.7387025463
202	0.7386585245
203	0.7383137138
204	0.7381586861
205	0.7377817919
206	0.7373579325
207	0.7373207658
208	0.7372279942
209	0.7370843784
210	0.7369205964
211	0.7366456381
212	0.7363223693
213	0.7362068788
214	0.7355964763
215	0.7351733195
216	0.7350492086
217	0.7344712795
218	0.7339819637
219	0.7336765564
220	0.7330794711
221	0.7328860919
222	0.7327258298
223	0.7324857067
224	0.7318527139
225	0.7315251584
226	0.730963164
227	0.7302204949
228	0.7300280622
229	0.7298363856
230	0.7296178735
231	0.729422238
232	0.7293786054
233	0.7289507609
234	0.7287339132
235	0.7282117413
236	0.7281405353
237	0.7277937638
238	0.7276761629
239	0.7276437894
240	0.7273780262
241	0.727318631
242	0.7269019888
243	0.7262994905
244	0.7261329363
245	0.7257126399
246	0.7254267504
247	0.7247747616
248	0.7241776383
249	0.7235675199
250	0.7232682075
251	0.7229199862
252	0.7221354072
253	0.7217257259
254	0.7214744455
255	0.7211271331
256	0.7204701646
257	0.7201914902
258	0.7199959567
259	0.7199658086
260	0.7194640359
261	0.719301531
262	0.7192699571
263	0.7192221062
264	0.718740267
265	0.7185904587
266	0.7184619581
267	0.7179425553
268	0.717258733
269	0.7171949259
270	0.7164461535
271	0.716231079
272	0.7162048283
273	0.7158898729
274	0.7155399593
275	0.7153848447
276	0.7151558693
277	0.7150060872
278	0.7148070082
279	0.7144302926
280	0.7141738054
281	0.7138325929
282	0.713430855
283	0.7132924379
284	0.7131710191
285	0.713103168
286	0.7128747364
287	0.7128463235
288	0.7126282099
289	0.7120448253
290	0.7119379758
291	0.711721831
292	0.7115861405
293	0.711504642
294	0.7113584479
295	0.7111796065
296	0.7110699891
297	0.7110543692
298	0.7107568046
299	0.7105144329
300	0.7100575334
301	0.7096786717
302	0.7092927768
303	0.7086356516
304	0.7084349407
305	0.7077575993
306	0.7075404586
307	0.7071937784
308	0.7068042416
309	0.7067751
310	0.706658404
311	0.7066439325
312	0.7066259772
313	0.7064142091
314	0.7059768202
315	0.7059665987
316	0.705661096
317	0.7055545887
318	0.7053173881
319	0.7049750604
320	0.7048817051
321	0.704351424
322	0.7042496994
323	0.7040499546
324	0.7037950483
325	0.7033045351
326	0.7030669863
327	0.7025838172
328	0.7021855626
329	0.7017278233
330	0.7015411888
331	0.7014229353
332	0.7012916327
333	0.7004791715
334	0.7002773427
335	0.700122945
336	0.7000884018
337	0.7000147143
338	0.6996216999
339	0.699482648
340	0.6990097532
341	0.6989892773
342	0.6989078145
343	0.6987180118
344	0.6985063196
345	0.6982462252
346	0.6976520249
347	0.6976129944
348	0.6974580672
349	0.6972937319
350	0.6969766767
351	0.6968339579
352	0.6960752529
353	0.6958659018
354	0.6953652508
355	0.6953317267
356	0.6949450959
357	0.694744397
358	0.6944432795
359	0.694430739
360	0.6943334387
361	0.6943123687
362	0.694111066
363	0.6936769424
364	0.6930455355
365	0.6925244745
366	0.6920991624
367	0.6914937515
368	0.6912482555
369	0.691115841
370	0.6909412414
371	0.6904963789
372	0.6900861065
373	0.6899834981
374	0.689510219
375	0.6893201731
376	0.6890419512
377	0.6889915749
378	0.6889832089
379	0.68894246
380	0.6887749226
381	0.6885653882
382	0.6882753993
383	0.6880257059
384	0.68797919
385	0.6878272768
386	0.6874139865
387	0.6872993068
388	0.6867837571
389	0.6863735952
390	0.6863162091
391	0.6861560989
392	0.6861480519
393	0.685618342
394	0.6855889438
395	0.6853428143
396	0.6851593122
397	0.6846326008
398	0.6845630407
399	0.6842971974
400	0.6839522242
401	0.6837511713
402	0.6834075975
403	0.6831230855
404	0.6829325145
405	0.6825959542
406	0.6824746364
407	0.6818898264
408	0.6817929622
409	0.6817835358
410	0.6817346439
411	0.6814476831
412	0.6810794097
413	0.6809163693
414	0.680571149
415	0.6801532752
416	0.6798040236
417	0.6795965737
418	0.679402541
419	0.6791395285
420	0.6791326811
421	0.6787992735
422	0.6783888937
423	0.6783799511
424	0.6782532525
425	0.6781737017
426	0.6779195178
427	0.6778781268
428	0.6777899362
429	0.6776340264
430	0.6776256956
431	0.6773245011
432	0.6770483502
433	0.6767217176
434	0.6764399523
435	0.6762733861
436	0.6757291245
437	0.6755182935
438	0.6753605799
439	0.675337618
440	0.6750944841
441	0.674795559
442	0.6747874336
443	0.6746265444
444	0.6745459198
445	0.6741102967
446	0.67387705
447	0.673714231
448	0.6735951805
449	0.6734406348
450	0.673150888
451	0.6726716194
452	0.6723792052
453	0.6721512758
454	0.6720903235
455	0.6719386227
456	0.6715692884
457	0.6711184681
458	0.6708246672
459	0.670631739
460	0.6704104853
461	0.6702716238
462	0.6700458445
463	0.6695789503
464	0.6694330828
465	0.6693267694
466	0.6687869981
467	0.6686317834
468	0.6681703409
469	0.667667082
470	0.6674519667
471	0.6671257975
472	0.6670628786
473	0.6668487054
474	0.6666261195
475	0.6664143861
476	0.6663463042
477	0.6663295532
478	0.6663185782
479	0.6660741315
480	0.665891643
481	0.6657449292
482	0.6652052202
483	0.665072752
484	0.6650486368
485	0.6649687619
486	0.6648412732
487	0.6645902215
488	0.6642980827
489	0.6641787514
490	0.6640172653
491	0.6639183257
492	0.6637502018
493	0.6635132461
494	0.6633914904
495	0.6629781457
496	0.6628343769
497	0.6626686145
498	0.6626432388
499	0.6624391933
500	0.6620710197
501	0.6613977375
502	0.6613918842
503	0.6612894254
504	0.6610877286
505	0.6609868002
506	0.6607038198
507	0.6602831751
508	0.6601712811
509	0.6597756081
510	0.6593457174
511	0.6589778652
512	0.6588334716
513	0.658579072
514	0.6582550538
515	0.6579128743
516	0.6575632452
517	0.657549486
518	0.657449072
519	0.6574149251
520	0.6574083093
521	0.6573111922
522	0.6572071817
523	0.6569389978
524	0.6568712425
525	0.6564762593
526	0.6560923511
527	0.6560707204
528	0.6558230904
529	0.6557318559
530	0.6554476927
531	0.655358823
532	0.6553126669
533	0.655273944
534	0.6552659471
535	0.6551299924
536	0.6550043189
537	0.6548153831
538	0.6545382107
539	0.6541417778
540	0.6535024466
541	0.6532440529
542	0.6530735454
543	0.6529869158
544	0.6528767511
545	0.6525269847
546	0.6521280825
547	0.6519019025
548	0.6518824256
549	0.6517167696
550	0.6510718503
551	0.6508518301
552	0.6505036703
553	0.6503454666
554	0.6501512153
555	0.6501163753
556	0.6500553711
557	0.6498781409
558	0.6496999487
559	0.6496923553
560	0.6492434813
561	0.6488710074
562	0.6487463567
563	0.6486398909
564	0.6483817825
565	0.6483239642
566	0.6482389137
567	0.6479023215
568	0.6478046661
569	0.6477334245
570	0.6475487819
571	0.6474626928
572	0.6472623374
573	0.6470448769
574	0.6468516014
575	0.6465991378
576	0.6464315455
577	0.6463057169
578	0.6461953308
579	0.6461145538
580	0.6459888357
581	0.6459201319
582	0.6456059278
583	0.6452869012
584	0.6452088404
585	0.6451298133
586	0.6450238957
587	0.6447217321
588	0.6447004184
589	0.6445859126
590	0.6441878217
591	0.6438649448
592	0.6437820502
593	0.6435529803
594	0.6434520151
595	0.6433776444
596	0.6431428972
597	0.6430774998
598	0.6430207165
599	0.6429153748
600	0.6428495759
601	0.6427049659
602	0.6425999631
603	0.6423902027
604	0.6421825593
605	0.6418270561
606	0.6416553603
607	0.6413707862
608	0.6413260414
609	0.6411635952
610	0.6408599503
611	0.6408162921
612	0.6405798172
613	0.6405621725
614	0.6405558572
615	0.640389353
616	0.6401460967
617	0.6400506822
618	0.6398133189
619	0.6395907768
620	0.6392555249
621	0.6389641923
622	0.6388990513
623	0.6387392972
624	0.6386675254
625	0.6385659808
626	0.6385093722
627	0.6383200406
628	0.6381178275
629	0.6380535804
630	0.6378065966
631	0.6375938686
632	0.6374692344
633	0.6373275766
634	0.6371428932
635	0.6370216358
636	0.6368761821
637	0.6365710133
638	0.6364359279
639	0.6358587151
640	0.6357924304
641	0.6355409442
642	0.6355206243
643	0.6355041035
644	0.6354124962
645	0.6350539542
646	0.6349827747
647	0.6347489476
648	0.6346932264
649	0.6343946948
650	0.6342757846
651	0.6341926912
652	0.633887252
653	0.6337886496
654	0.6334285081
655	0.6333187923
656	0.6332501004
657	0.6330074143
658	0.6329999318
659	0.6328129191
660	0.6325210355
661	0.6324366018
662	0.6321275662
663	0.632123152
664	0.6319967359
665	0.6318964374
666	0.6316301875
667	0.6316011731
668	0.6313159207
669	0.6312956919
670	0.6312282163
671	0.631138546
672	0.6307589372
673	0.6306930654
674	0.6304225065
675	0.6303557698
676	0.6302822074
677	0.630061631
678	0.6299806902
679	0.6299328036
680	0.6298683698
681	0.6297328536
682	0.6293236952
683	0.6291741094
684	0.6291690651
685	0.6290389771
686	0.6288483946
687	0.6288032745
688	0.6286185201
689	0.6283274777
690	0.6282116375
691	0.6281072392
692	0.628008994
693	0.6278340858
694	0.6277686483
695	0.6277289166
696	0.6276271168
697	0.6275891141
698	0.6272529528
699	0.6271148844
700	0.6268366398
701	0.6268201152
702	0.6268005258
703	0.6266382384
704	0.6265459274
705	0.6264842416
706	0.6261967768
707	0.6259348053
708	0.6258802507
709	0.6255428507
710	0.6254735572
711	0.6252324592
712	0.6251320201
713	0.6250025422
714	0.6249203719
715	0.6249137836
716	0.6246311333
717	0.6244788672
718	0.6242720465
719	0.6240646252
720	0.6239913128
721	0.6234827355
722	0.6234346381
723	0.6234193338
724	0.623338025
725	0.6231793573
726	0.6231301476
727	0.6230122064
728	0.6227906955
729	0.6227761355
730	0.6227232579
731	0.6226731548
732	0.6225527113
733	0.6222163026
734	0.6218521046
735	0.621588286
736	0.6214251436
737	0.6214147908
738	0.6213648089
739	0.6209722272
740	0.6206628218
741	0.6205993627
742	0.6205253315
743	0.6203949063
744	0.6202351422
745	0.6201172554
746	0.6200692729
747	0.6198676122
748	0.6192878903
749	0.6192368573
750	0.6192232741
751	0.6191670337
752	0.6189908642
753	0.6189721384
754	0.618922854
755	0.6185097711
756	0.6182303961
757	0.6181682472
758	0.6179827367
759	0.6176898704
760	0.6175850369
761	0.6174763515
762	0.6172376875
763	0.6170972631
764	0.6169766913
765	0.6168855548
766	0.6166092156
767	0.6165155307
768	0.6165107782
769	0.616423233
770	0.6162059545
771	0.6158400196
772	0.6153516764
773	0.6152955669
774	0.6151578025
775	0.6150294763
776	0.6149196991
777	0.6146236666
778	0.6145809669
779	0.6144482434
780	0.6142763538
781	0.61377462
782	0.6136762874
783	0.6134230738
784	0.6132780289
785	0.6131335124
786	0.6130102833
787	0.6129055678
788	0.6127002362
789	0.6125392549
790	0.612178783
791	0.6121015384
792	0.6119891716
793	0.6119205974
794	0.6117148652
795	0.6117018273
796	0.6116411445
797	0.6114984112
798	0.6113913463
799	0.6110033353
800	0.6107950389
801	0.6106305108
802	0.6104306749
803	0.6102898595
804	0.6099916978
805	0.6098931075
806	0.6098029446
807	0.6097490752
808	0.6095291931
809	0.6093127538
810	0.6091837285
811	0.6087301123
812	0.6086390655
813	0.6084996284
814	0.6083708691
815	0.608319498
816	0.6081769408
817	0.607971202
818	0.6079674078
819	0.6078943951
820	0.6075727186
821	0.6074037015
822	0.6073505504
823	0.6071332717
824	0.6069598265
825	0.6068680213
826	0.6067344736
827	0.6066523725
828	0.6064730023
829	0.6061146105
830	0.605973443
831	0.6056943145
832	0.6055138179
833	0.605490677
834	0.6052548371
835	0.6049841132
836	0.6047189277
837	0.6047093099
838	0.6045569723
839	0.6045054464
840	0.6044182462
841	0.6042743928
842	0.6041271941
843	0.6039383528
844	0.6037114649
845	0.6036797044
846	0.6036107638
847	0.6034725001
848	0.6033581816
849	0.6029670909
850	0.6028790299
851	0.6028139749
852	0.6025277286
853	0.6024246898
854	0.6023136366
855	0.6022255369
856	0.602000357
857	0.6019388688
858	0.6016310518
859	0.6015540498
860	0.6014933008
861	0.6010661352
862	0.6008305431
863	0.600609601
864	0.6005960163
865	0.6005098956
866	0.6002302558
867	0.6002129756
868	0.5999663217
869	0.5999068788
870	0.5997348678
871	0.5994273338
872	0.5992654051
873	0.5991813981
874	0.5991095992
875	0.5989447802
876	0.5986907362
877	0.598580598
878	0.5985289482
879	0.5982985177
880	0.5981394007
881	0.5980474664
882	0.5979637791
883	0.5978010242
884	0.597537627
885	0.5974611695
886	0.5969273914
887	0.5967984281
888	0.5965569131
889	0.5964670338
890	0.5962061282
891	0.5960912122
892	0.5959057203
893	0.5957379471
894	0.5956338602
895	0.595242732
896	0.5950109936
897	0.5949434263
898	0.5948505676
899	0.59461033
900	0.5945944898
901	0.5944776927
902	0.5943592713
903	0.5942160891
904	0.594100973
905	0.5940962199
906	0.5940919311
907	0.5939674749
908	0.593753121
909	0.5936971516
910	0.5936788216
911	0.593561708
912	0.5933870178
913	0.5931230236
914	0.5928481232
915	0.5927064713
916	0.5926355541
917	0.5925327154
918	0.5924226387
919	0.59236227
920	0.5922844186
921	0.5920084709
922	0.5918352887
923	0.5917829831
924	0.5914992623
925	0.591427541
926	0.5911462426
927	0.5909868194
928	0.5908440781
929	0.590592021
930	0.5904539022
931	0.5903132562
932	0.5902647406
933	0.5901651933
934	0.5900015179
935	0.5898021988
936	0.5897051177
937	0.5896973702
938	0.5895792496
939	0.5893812455
940	0.5892090535
941	0.5887190315
942	0.5884899754
943	0.5883887066
944	0.5883137814
945	0.5882337709
946	0.588108278
947	0.5880137442
948	0.58780313
949	0.5875651875
950	0.5873847893
951	0.5872241024
952	0.5871560176
953	0.5870537186
954	0.5866859211
955	0.586658678
956	0.5865790442
957	0.5864998449
958	0.5863699423
959	0.5862926865
960	0.58620859
961	0.5860887661
962	0.5860857688
963	0.5859774093
964	0.5859228689
965	0.5858549956
966	0.5857148626
967	0.5856769358
968	0.5854889532
969	0.5853734056
970	0.5851221691
971	0.5848179085
972	0.5847623033
973	0.5845339162
974	0.5843611838
975	0.5839128826
976	0.5837684197
977	0.5834096727
978	0.5832935402
979	0.5830771837
980	0.5829573072
981	0.5828017413
982	0.5827483028
983	0.5826817762
984	0.5823163631
985	0.582215084
986	0.582176317
987	0.5820779056
988	0.5818724239
989	0.5818563457
990	0.5816905102
991	0.5816583914
992	0.5815866206
993	0.5814506024
994	0.5814403049
995	0.5812813412
996	0.5810626142
997	0.5808641274
998	0.5807505328
999	0.5807050093
